given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
samir,webb,20,jacka crescent,shopping centre,nambour,4306,sic,19580212,7373672,11088
jacqueline,vettese,7,mcintyre street,metropolis,penrith,2075,vic,19690329,7062381,67809
holly,bishop,1,vansittart crescent,mannafields farm,coomallo,3047,wa,19361103,6664841,70214
lily,petersen,13,bissenberger crescent,railway stn,melville,2250,,19020326,3851424,69050
white,bailey,19,araluen dstreet,,coralvimle,2114,qkd,19131103,4312580,78338
cameron,berry,46,arthur circle,farm shed,boulder,6169,qld,19660326,8523703,97716
joel,ryan,815,wisdom street,warbinya,pymble,4650,wa,19220524,5522329,99619
warrick,paine,7,clive steele avenue,denny downs,cowan,2084,nsw,19190114,6712492,68734
erin,humpjeys,11,endeavour street,,umina beach,4873,nsw,19670519,5094045,67238
olivia,hobson,78,louis loder street,,kaleen,4870,nsw,19300123,4535695,93626
naomi,millar,7,southern cross drive,glengar,st agnes,5172,qld,19750818,7751504,73507
brayden,spears,24,beattie crescent,apt 2005,mont albert,2233,qld,19930707,3208269,61298
patrick,dargaville,18,cerutty crescent,rosedae,st lucia,3364,nsw,19770925,4331618,20234
kyle,pringle,72,carrodus street,,labradlr,3280,wa,19930218,3589735,45739
david,knapmman,66,blamey crescent,mira mpnte,floraville,4103,wa,19631011,6091304,10006
joshua,miles,21,meiklejohn place,,hamilton,3180,wa,19000706,6904808,97930
reece,garnett,4,maclagan street,environa,carlingford,870,nt,19390828,3123598,66103
aidan,jolly,532,mckillop circuit,athlone,moruya,3170,qld,19350310,8165777,92394
bailde,crouch,22,tompsitt court,rosetta village,penguin,4405,wa,19220325,8635129,3396
nikki,mesecke,,dunbar street,hopeview,ringwood east,3188,qld,19130313,3076895,89702
van wijk,james,4,macqueen lpace,noelurm a,picnic bay,3147,vic,19091004,4476788,91947
lara,farnham,3,wanganee navenue,marjiin,port broughton,2107,sa,19011012,3915581,84697
nefe,thandi,232,mcmaster street,brink arry,belmont north,3134,qld,19901230,7760403,97058
jarrod,clarkze,18,arndell street,lyr apark,moaam,3011,qld,19070418,3612563,98275
reuben,edgecombe,6,north avenue,ashburton circuit,palmesrton,4213,vic,19920512,8642119,84694
nathan,monaco,16,hollis place,,devonport,4207,nsw,19251021,1784132,73149
mikhayla,hannagan,20,rupp place,brentwood vlge,penshurst,2257,vic,19770501,1030769,16020
emiily,blake,11,kevin treet,sunbury,tinbeerwah,6210,vic,19081017,7575886,81727
mitchell,corbin,45,magenta square,rsl building,goornong,6501,qld,19120407,6571360,674
isabella,marlow,34,dietrich place,,alice springs,5065,wa,19980201,4351633,80724
lily,le,14,learmonth drive,glevniew,patterson lakes,2013,tas,19181114,2396732,98165
keaton,mccarthy,9,cathieqplace,lavender farm,westmead,2023,qld,19480330,9907131,61402
tynan,blaklow,15,white crescent,nioka,rheola,4034,nsw,19690520,8046280,62137
leon,haar,24,inwood place,brindabella specialist centre,newcastle,4109,vic,19930327,5674799,5498
mikhaili,petersen,1,mcluckie crescent,carron vale,swan hill,3124,qld,19940727,2517828,90335
emma,lablack,15,henry street,,drysdale,2570,qld,19500212,1009964,55214
alisa,marous,13,algan street,belvedere,ballina,3274,qld,19061125,7818366,61352
harry,clarke,,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021,6391399,70306
grace,futcher,70,burt street,clearc reek,mentone,6523,nsw,19361127,2331344,29284
aiden,velkoovska,51,warring pkace,edinburgh acfavan,oakleigh,2485,wa,19220610,9618318,91420
james,blake,60,endeavour street,sheep station,redhead,7015,qld,19860920,1261880,2755
olivis,artis,12,marcus clarke street,lake road,eaglehawk,3173,nsw,19190302,2211444,13077
joel,dolan,14,stuart street,esk farm,belmont,2615,nsw,19590829,8541949,22174
am,webb,1215,fisken crescent,,hurlstone park,2144,qdl,19350516,9846267,19651
isabelle,,23,gundulu place,curringa,utakarra,2193,wa,19921119,4314184,85845
barnaby,egan,13,britten-joyes drive,rawdon,kaleen,4303,vic,19270529,6442115,61790
rachel,ryan,21,kriewaldt circuit,shiel,ermington,4504,vic,,3676863,49651
callum,januks,132,mcgivern crescent,wynclffe,sylvania,3178,nsw,19930925,5175345,19775
wilson,ma o,16,duterrau crescent,warrambuccagarden,glenden,3232,vic,19171125,5984860,59254
blake,green,10,bate place,janglen,poochera,2143,vic,19160406,4587041,18955
brendan,elrici,13,leist street,tewantipnlaza,wangaratta,3137,qld,19241230,7767407,481
rebecca,blyde,,torrens street,mooril ltah,port augusta,3620,vic,19650621,8787550,28119
blackwell,giaan,139,kleinigstreet,port 262,terrigal,2250,nsw,19770512,6179681,10910
cameron,jessu,19,spofforth street,walkers ocrhard,moree,2208,qld,19561117,6804306,79526
imogen,hefford,30,hansen circuit,jingara,the entrance,2131,vic,19281222,4242867,64917
jacqueline,matthews,50,callaghan street,narla vlge,punchbowl,3815,qld,19210324,2110260,48588
tyler,cheel,930,bonnor close,,salisbury east,2166,tas,19970609,3187428,86443
blake,grewen,10,bateplace,janl gen,poocnera,2143,vic,19160406,4587041,64277
juliana,leong,39,hazlitt glade,cherry haven,safety bay,2576,qld,19480425,7929436,99872
angus,reec,9,heaton pace,pangani,new farm,6210,nsw,19220723,8576362,87240
ashley,carbone,13,louis loder street,john flynn medical centre,blacktown,2430,vic,19260703,4111996,35263
kirra,rya,5,powers p lace,sawtell vet hosptl & clnc,barwon heads,4551,qld,19741118,8504134,41073
dylan,webb,10,morrison street,canberra west,goonellabah,6343,qld,19080401,8035343,8333
samuel,van lien,35,edgar street,iona downs,chester hill,3818,qld,19800728,3545262,49497
isabelle,white,8,reddall close,tumbalong,rowville,2318,nsw,19271116,3874137,58353
abby,grbg,27,cockcrobt avenue,avonlei gh,warren,7008,qld,19480413,9612521,97114
eliza,lucyko,7,kallara c lose,talarc,woolgoolga,4213,nsw,19410915,9271844,99733
sarah,callado,29,goodchildstreet,hornsbie,plumpon,5012,qld,19330121,2585336,3505
isablela,bradshaw,34,shentoncescent,heritag eest,barwon heads,2747,vic,19610622,6315479,38034
darcy,saxon-taylor,36,aspinall street,glenumbral,trafalgar,2036,nsw,19070530,3790456,6645
isabella,clarek,59,gillespie street,flr 5 john flynn medical centre,mount victoria,2147,act,19950110,4409764,62636
gabrielle,jiang,175,wagga street,eureka,pakenham,3139,tas,19210817,4918271,10481
aidan,horsley,25,wattle brae,rosenthal street,irvingdale,3028,vic,19161004,9900834,87542
lily,sideris,16,milford s treet,jorobe,surry hills,6012,nsw,19150910,9848730,8697
jasmine,alderson,12,casuarina street,,wonthella,3616,nsw,19680723,8436618,878
rebecca,gripton,47,geerilong garden,australia fair medical west centre,balwyn north,6030,wa,19420626,2546284,59966
benjamin,novak,39,port jackson circuit,sherw ood,dapto,6163,nt,19010630,6037054,36132
anthony,coul son,2,clarkso street,cadogan,tin can nay,3095,vic,19380218,4284362,26891
felicty,pulford,25,federal jhighway,argyl w,mayfield,4125,qld,19860610,2661643,71412
kallie,hanna,,chermside street,mira monte,forrestfield,6721,nsw,19380831,2975164,41531
tommy,spinato,29,howiecourt,pinnacles caravn park,mooliolaba,3356,nsw,19821129,4527826,77960
nichohlas,lovelock,8,collingridge street,rooganore,ardeer,2756,act,19911014,8010826,97839
hannah,egan,26,kiewa street,,granville,2035,vic,19190603,1427616,83035
bradley,korbut,25,werriwa crescent,the old parsonage,calista,4205,wa,,7572011,63159
jordan,plane,,austin street,leetsvale caravan park,st johns park,3051,vic,19730321,5757351,9477
toby,callister,1,abbott estreet,terra nostra,balhannah,6027,qld,19790125,3037039,25704
yam in,quilliam,45,mccullocqh street,brackengrae,hurstbridge,5107,sa,19151120,5083417,27467
nathan,rundyle,5,beaumont close,tyrone hills,coonabarabran,4020,vci,19640105,8384590,58568
blake,gillisn,13,charterisville avenue,,avondale heights,1245,vic,19720122,1432771,60495
ella,boothroyd,45,gamban square,morshead home,bongaree,3142,qld,19070524,4228253,22000
joshua,boulter,387,gatton street,broughton brook,concord west,4170,nsw,19050815,5750161,45711
emiily,snell,1,hawkesbury crescent,old kelvin grove,corowa,4221,nsw,19220318,9778551,58862
briony,dunstone,42,badham street,attungao rchard,macquarid fields,3910,wa,19340729,7461019,40564
imogen,white,59,britten-jones drive,heysen village,innaloo,2620,nsw,19700617,3427716,50449
damien,webb,199,gooromon ponds road,aldinga beach court,swanfels,7252,vic,19881210,1902658,89195
emma,louca,92,pinecr oft,cherry place,berwkck,3377,vic,19360512,5962113,43812
meg,fauser,2,bimbiang cr escent,garden creek,labrador,4034,qld,,3103165,79485
elizva,tifftin,8,brawn place,unt 9u,northbrid ge,2017,vic,19131019,9311089,69335
jayden,orchard,3,carnall close,kooynog,ballina,3018,qld,19970331,7947155,68978
dale,fimeri,37,burdett crescent,star court arcade,wilson,6168,nsw,19930529,2625486,1198
warrick,paine,7,clive steele avenue,denny downs,cowan,2048,nsw,19190114,6712492,24459
haroey,loew,3,fox place,cooee palms,gerogery,4702,nt,19291003,1515266,75395
riley,,69,kosciusko avenue,inverwood,brighton,4101,vic,19290630,2148373,43195
samuel,elphick,57,skirving place,,kyabram,2191,nsw,19721128,9177714,49701
lauren,mason,28,castleton crescent,wyndbourne park,centennial park,3205,nsw,19430921,3198708,13266
aiden,velkovska,51,yarrawonga street,edinburgh caravan,oakleigh,2485,wa,19220610,9618318,64763
zachary,hudd,3,spofforth street,oakleaves,kogarah,2016,qld,19810305,5024676,15344
jordan,plane,,austin street,leetsvale caravan park,st johns park,3015,vic,19730321,5757351,77810
matthew,seddon,195,collingridge street,port 3 66,paralohie,3803,nsw,19920305,6514580,60658
ethan,pettingill,31,carruthers street,glenefer garden,gosford east,2031,nsw,19890131,4142808,63936
benjamin,brain,12,leahy close,elizabeth residential village,dover heights,2164,nsw,19240924,9191751,86666
barnaby,siggins,32,hurley street,lakes retirement estate,kempsey,5126,vic,19981021,5752610,50790
,dixon,14,bingley crescent,baptist retirement,woodbridge,6201,wa,19921019,3197244,55126
ella,crouch,3,wybalena grove,tieve tara,urangan,3072,wa,19271130,3031169,22608
lucy,webb,5,rischbieth crescent,fred lean hostel,pimlico,2619,qld,19310329,2997048,75141
callum,white,19,bock place,morningsite,redbank plains,2137,vic,19470908,8508455,18082
amelia,struck,29,colonial cvpan park,winser crescent,coffs harbour,2250,vic,19640311,7848066,69226
rilye,shepherdson,34,lumholtcz place,maranui,roleystone,6430,qld,19711002,3919359,88303
mackenzie,paterson,109,groveland crescent,the willows,mosman,6350,nsw,19960203,6068385,26607
snell,zachary,25,mortimerlewis drive,swanlea,south grsfton,3075,vic,19220424,7167409,52085
sidonie,syder,6,mackie crescent,athlone 2,north turramurra,2120,vic,19280215,2956310,74367
imogen,louca,29,blackwell circuit,bindaree,coolum beach,2800,qld,19181226,2930517,79036
william,green,358,macrossan crescent,newman medixal centre,yagoona,2535,qld,19910111,3131587,10754
jinni,petersen,43,brunton street,,birmingham gardens,2905,vic,19030606,9015538,85914
jarod,netherton,8,alroy circuit,berkeley village,warnbro,2615,qld,19180213,7763016,80962
ruby,jeffries,,forbes street,underwood,st albans,4165,nsw,19490705,8939903,41908
aleisha,chandler,13,constitution avenue,cohors,ballarat,4034,vic,19540205,4168925,31387
brooke,mccracken,19,daley crescent,,mayfield,3829,nsw,19850917,9195151,74099
ethan,pettingill,31,carruthear street,glenefer garden,gosford east,2013,nsw,19890131,4142808,92234
grace,timmermans,18,cussen stfjeet,,preston,2251,wa,19501207,6702521,26038
lachlan,hyland,16,colebatch place,penquite road,new lambton heights,4350,qld,19340129,6484656,82504
jacl,ottens,34,caley crefcent,nio ka,ca mpsie,4030,qld,19590916,5959455,574
shejbey,matthews,48,learmonth drive,dolphin arade,sanctuary point,2289,nsw,19440419,3598907,27999
willing,samara,,,coolinda,concord,3756,nsw,19270204,1045315,43363
samara,nicohll,22,roger dee,william wevb drive,beecroft,5106,qld,19931006,2914256,19789
ella,petersen,76,burnie street,,sheidow park,2200,nsw,19130602,4749091,44571
harslett,freya,23,lilley street,springc reek,toormna,2615,tas,19950228,3045942,28938
grace,friebel,,edwell place,villa 2,moorabin,2117,wa,19151028,7313566,88739
xepheren,everett,90,packer street,yonda pines,bulimba,4370,sa,19750202,6476307,6389
ewan,wittchen,8,barnett close,ronobri,bonnells bay,2295,vic,19920618,9662319,34419
hamish,ryan,5,bonney street,villa 127,adamstown,2224,nsw,19161128,8439607,19041
natalia,george,22,woollum street,glenview,morwlel,6056,wa,19504306,7746839,55914
emiily,bullock,251,ivo whitton circuit,kacadoo,blackburh north,3746,nsw,19470901,2457694,78234
tenille,swiggs,150,verbrugghe nstreet,gallagher hse,artarmon,7300,qld,19730510,6436926,77132
erin,maynard,24,,wariala,little river,2777,vic,19970430,7429462,6937
harry,tippins,86,bussauc lose,north arm,klemzig,4005,nsw,19490706,7994028,97218
olivia,blackwell,21,barton highway,rowethorpe,artarmon,2229,qld,19641223,9582758,97325
juliana,mccarthy,64,aroona court,nioka,gowrie,2705,vic,19461112,1699294,52481
xavier,capmbell,1,douglas place,bindaree,peppermint grove,2164,sa,19080521,7162936,22493
tanar,george,77,britten-jones drive,roskhill,torquay,3031,nsw,,5067972,9419
samuel,dixon,16,fitchett street,st agnes vlg,raby,3162,vic,19371028,9819631,35864
chelsea,banasevich,124,grieve place,,gawler east,2400,sa,19400330,8359979,42733
bailee,shepherd,35,rosescott icrcuit,gillin park,coonawarra,4650,vic,19214019,6633998,98595
ashlie,mason,3,,young retirmeent village,flagstafflhill,3201,nsw,19540731,9955736,23713
callum,,35,latchfordstreet,northwest mediual centre,cloverdale,2481,tas,19810925,5181189,62162
shelby,priest,8,arthaldo court,yaroonga,villawood,2170,qld,19890604,8049385,528
natasha,stanley,590,gooreen street,treetops,dalby,2076,qld,19331015,7039195,57291
raquel,beadle,12,albermarle place,hamilton central,auburn,6318,vic,19170312,5797844,89412
alexander,morrison,5,bugden avenue,kangaroo ground warrandy road,elimbah,3282,qld,19500420,2361933,9706
kaminskas,isabele,6,isis close,westholme,port qugusta,2765,qld,19060622,5344955,93813
william,dent,121,namoi place,hartford,hawkesbury heights,3818,vic,19450321,3141181,96974
kylee,stephenson,81,rose scott circuit,cordoba manor,ashfield,4226,vic,19461101,4783085,55017
micheal,laverty,6,lenehan street,sen nocke,suffol kpark,2208,vic,19631213,9897797,88323
jayde,arkit,56,carlile street,tralee cottage,kempsey,2170,tas,19380522,7466463,62173
madalyn,carmody,15,balfour crescent,kersey' south,dutson,6026,nsw,19490615,3827946,47723
laurex,frahn,5,solomon crescent,stone ycreek,frankston,2570,vic,19810701,7840203,66885
jacob,callahan,33,geeves court,wandoo stud,bayswater,2536,nsw,19931007,2283689,55285
,siemers,21,hopegood place,,auburn,5700,vic,19350122,2557455,62920
joshua,robson,12,windich street,indra,lansvale,6153,nsw,19770906,5573069,74900
sarsh,white,48,sadliersxreet,berkeley village,,2262,vic,19310728,9903253,91369
jade,dixon,,leven street,francis chambers,toronto,3228,nsw,19250415,5898510,6224
keaton,mccarthy,9,cathie place,lavender farm,westmead,2023,qld,19480330,9907131,59391
xavier,dreyer,1,douglas place,bindaree,peppermint grove,2164,sa,19160805,7162936,98739
millieo,chandler,11,woodgate street,,middleton beach,3525,nsw,19090414,9769153,1275
ruby,dixon,124,fisken crescent,post office road,ballarat north,3179,vic,19500713,2654777,9273
bailee,denns,35,rose scott circuit,gillin park,coonawwarra,4654,vic,19241019,6633998,84996
jackson,eglinton,840,fowles street,moun tvjiew,burleigh heads,2830,ss,,2932837,29256
harrison,green,19,,cotswold park,lake bathurst,3194,vic,19981225,4706388,7375
lachlan,tebbutt,24,jim pike cavenue,bendarra,lemon tree passage,3233,nsw,19680108,5276246,96981
belinda,blackwell,89,willcock place,sec 597,nedlands,2145,sa,19610102,4046672,15220
maxin,mason,15,parkhill street,tintagel,kingston,2800,vic,19040813,4116673,21311
,bendkv,42,tallara parkway,yarrabin,queenscliff,2148,vic,19100310,5850163,71994
anton,miles,45,de little circuit,hamilton park,cooroy,4220,vic,19100212,9909697,41835
joel,tyner,25,corringle close,little shalford,yoogali,3018,wa,19831216,7644003,49182
dixon,olivia,80,twamley crescent,kingston tower,bundaberg north,2170,tas,19381114,7563867,67135
hugh,fenwick,19,biddell place,kolora,carlingford,4744,nsw,19970623,7482555,44226
lexie,scaturchio,2,marchant circuit,catumbel lodge,hoppers crossing,3106,qld,19460521,5088476,36903
yasmin,quilliam,,mccullochy street,bracengrae,hurstbridge,5107,sa,19991207,5083417,16068
michael,tylkowski,276,ashburton circuit,the mar ek place,st peters,2570,nsq,19290421,9384379,63482
jarod,netherton,8,alroy cifrcuit,berkeley village,warnbro,2615,qld,19180213,7763016,84251
magnus,mazzone,26,ingham place,,glengowrie,2285,nt,19650426,3684075,31695
christian,highfield,59,moruya circuit,kyalla,belmont,4740,sa,19791112,3938235,76635
benjamin,lock,37,hackett garden,plantation caravn park,port lincoln,2570,nsw,19831227,5021855,18246
ainsley,blake,60,endeavour street,sheep station,redhead,7015,qld,19860920,1261880,90632
harry,bishop,12,tobin place,berkeley village,pearl beach,2565,vic,19091028,2328487,29617
william,tyner,25,corringle close,little shaclford,yoogali,3018,wa,19831216,7644003,89907
imogen,filipov,82,freda bennett circuit,willandra,mount colah,3162,nsw,19780527,8125445,41409
maddison,giordano,34,martley circuit,,ringwood,3492,qld,19621211,7118072,98291
ned,lodgec,32,karuah street,,bundamba,2280,act,19510526,9020603,53466
,white,20,parker street,moy,calliope,4514,sa,19430329,3459225,19019
sarah,cionci,7,maccallum circuit,chateau royal,fish creek,6026,sa,19970102,7637145,61542
jack,campbell,169,marr street,rhosewyn,oakleigh,3356,vic,19770109,1485686,87830
william,lazaroff,12,leah ylose,milwlood,forbes,7256,qld,,8072193,85261
destynii,bowerman,12,halford crescent,sutton,nollamara,2431,qld,19880821,6089424,38579
gianni,dooley,38,ashburton circuit,brentwood vlge,ryde,6025,qld,19371212,5854405,76408
jake,westbrook,231,booroondar a street,jodayne,salisbury east,2074,nsw,19001115,2330929,1849
